,label-coarse,label-fine,text
3516,0,9,Why did the Shea & Gould law firm leave Los Angeles ?
3517,3,5,What is the best art and design school in the world ?
3518,1,17,What two vegetables are combined in succotash ?
3519,3,4,Who is the Incredible Hulk in reality ?
3520,2,3,What does NASA stand for ?
3521,1,23,Which infectious disease kills the most people worldwide ?
3522,4,8,What month did the Edmund Fitzgerald sink ?
3523,3,5,What manufacturers are there in Texas ?
3524,3,4,Who are the presidents of Mexico and Indonesia ?
3525,3,4,Who played Al Jolson in the Jolson Story ?
3526,0,7,What is a pig in a poke ?
3527,5,14,Where were the 196 Summer Olympics held ?
3528,5,14,Where is Los Vegas ?
3529,5,18,Name the country which Honecker lived in .
3530,5,11,What U.S. state are the Finger Lakes in ?
3531,0,7,What is a cullion ?
3532,5,21,What are the ten safest American cities for pedestrians ?
3533,3,4,What TV detective did Craig Stevens play ?
3534,0,9,What are the most common causes of death in the U.S. ?
3535,5,14,Where can I find a picture of a Blue Meanie ?
3536,3,5,What university fired Angela Davis ?
3537,5,11,What U.S. state does the Continental Divide leave to enter Canada ?
3538,3,4,In the past 8 years who have the MVP players for the NHL been ?
3539,1,14,"In AD 999 , what sort of celebrations , fears , were there ?"
3540,3,4,Who played Emperor Palpatine in Star Wars ?
3541,5,14,What 's the name of the Wilkes plantation in Gone with the Wind ?
3542,0,9,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?"
3543,5,14,Where is the Statistical Abstract of the United States online ?
3544,0,7,What is barnstorming ?
3545,1,2,What 's the dumbest domesticated animal ?
3546,0,12,What was the importance of Magellan ?
3547,4,8,When was the Brandenburg Gate in Berlin built ?
3548,0,0,What do I have to do to get good grades in school ?
3549,3,4,"Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?"
3550,2,34,What does the number `` 5 '' stand for on FUBU clothing ?
3551,3,4,Who is King in Alley Oop 's home of Moo ?
3552,1,17,What four tastes can a human distinguish ?
3553,3,5,What is `` the airline built for professional travelers '' ?
3554,1,44,What two vessels fought the first sea battle between iron-covered ships ?
3555,4,13,How much of the silver production is manufactured by independent silversmiths ?
3556,4,38,What percentage of the silver production is done by independent silversmiths ?
3557,0,12,What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?
3558,4,8,What date is Boxing Day ?
3559,4,13,How many inches tall is Stuart Little at birth ?
3560,1,1,What 1953 film won Frank Sinatra a best supporting actor Oscar ?
3561,4,13,How many Stradivarius violins were ever made ?
3562,0,12,What type of childhood did Jules Verne have ?
3563,3,4,Who invented the stock ticker in 1870 ?
3564,0,7,What is a leper ?
3565,5,14,What was Einstein 's birthplace ?
3566,1,14,What was George Washington afraid of ?
3567,4,8,What century 's the setting for TV 's The Adventures of Robin Hood ?
3568,3,4,Who wrote the Bible ?
3569,1,1,What are the top 5 fiction books of all time ?
3570,0,7,What are the `` Star Wars '' satellites ?
3571,3,12,Who is Henry Butler ?
3572,4,25,What debts did Qintex group leave ?
3573,3,4,"Which U.S. President is buried in Washington , D.C. ?"
3574,1,20,What is the term for someone who hates mankind ?
3575,1,14,What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?
3576,3,5,What college did Dikembe Mutombo play basketball for ?
3577,5,14,Where are the Austerlitz and Victor Hugo subway stops ?
3578,5,14,Where did Ty Cobb grow up ?
3579,0,7,What is a philanthropist ?
3580,0,7,What is a portal ?
3581,1,1,What Tom Wolfe book is about the Mercury astronauts ?
3582,1,17,What cooking oil has `` corn goodness '' ?
3583,4,25,"What is the per-capita income of Colombia , South America ?"
3584,4,13,How many types of cheese are there in France ?
3585,4,13,How many `` eyes '' does a coconut have ?
3586,4,13,How many websites are there in the world ?
3587,1,20,What is the term that describes a word where only one usage has been recorded in all literature ?
3588,3,5,Who made the first airplane ?
3589,1,31,What measures did Clinton take to avoid the draft ?
3590,1,20,What are `` darning needles '' and `` horse stingers '' better known as ?
3591,4,13,How many points is a disk in the center hole worth in Crokinole ?
3592,0,0,How do websites like Yahoo and Excite make money ?
3593,5,14,What general direction does the journey in Around the World in 80 Days proceed in ?
3594,0,0,How do they produce vitamins ?
3595,3,4,"The lawyer who represented Randy Craft , what was his name ?"
3596,1,17,What do penguins eat ?
3597,3,5,What organization is the Security Council a part of ?
3598,5,24,What is New England 's highest mountain ?
3599,1,1,What TV station did Mary Richards work for ?
3600,0,7,What does idle mean ?
3601,0,9,"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?"
3602,0,7,What is a serigraph ?
3603,1,29,What football bowl game 's first queen was Hallie Woods ?
3604,3,4,Who was the first black to be head coach of a major league pro sports team ?
3605,3,12,"Who is John Macarthur , 1767-1834 ?"
3606,4,8,What year did the War of 1812 begin ?
3607,1,2,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?
3608,0,12,"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?"
3609,1,20,What does Final Four refer to in the sports world ?
3610,3,12,Who is Peter Weir ?
3611,1,1,What medium is Stuart Hamblen the first singing cowboy in ?
3612,0,7,What is the meaning of `` subaru ? ''
3613,4,13,How many verses are in the Bible ?
3614,0,7,What is endometriosis ?
3615,0,7,What is a geoscientist ?
3616,3,4,What robust U.S. President imported his own instructor after seeing a judo match ?
3617,1,17,What are all the different types of pizza ?
3618,0,9,From what cause does tuberculosis stem ?
3619,5,18,In what nation is Edessa located nowadays ?
3620,5,18,Name a country that is developing a magnetic levitation railway system ?
3621,2,3,What does BTU mean ?
3622,3,5,What government department did The Untouchables work for ?
3623,1,17,"What drink is made up of rum , coconut milk and pineapple ?"
3624,0,7,What is the VDRL test of blood ?
3625,4,39,What seven digits follow the area code in the number for long distance information ?
3626,3,4,What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?
3627,5,14,Where is the largest dam in the world ?
3628,3,4,Who held the endurance record for women pilots in 1929 ?
3629,3,6,What did Andy Hardy 's father do for a living ?
3630,4,38,Independent silversmith 's account for what percentage of silver production ?
3631,0,9,Why is hockey so violent ?
3632,5,14,In what part of the world is Mozambique ?
3633,3,4,Who are Woody Woodpecker 's niece and nephew ?
3634,1,1,What film opens with an assassin tumbling from the Seattle Space Needle ?
3635,3,4,Who created Maudie Frickett ?
3636,0,7,What is a leaky heart valve ?
3637,0,0,How can I give myself a French manicure ?
3638,3,4,Who was the first English circumnavigator of the globe ?
3639,0,7,What is the definition of the Scrabble word ` syzygy ' ?
3640,4,25,What is the salary of a U.S. Representative ?
3641,3,5,Who made the largest cocaine seizure in Ventura County history ?
3642,5,14,What man-made waterways is 1.76 miles long ?
3643,3,4,Who liberated 19th century Sicily and Naples ?
3644,5,14,On what river is Strasbourg built ?
3645,4,13,"What 's the maximum length , in inches , of a first baseman 's glove ?"
3646,5,18,What country is located at 13 degrees North latitude and 10 degrees East longitude ?
3647,5,14,Where are the busiest ports in the world ?
3648,4,13,What is the pig population of the world ?
3649,0,0,How does the car in `` Christine '' become possessed ?
3650,5,21,What city does McCarren Airport serve ?
3651,4,13,What is the most number of goals scored by a single team in an NHL hockey game ?
3652,0,7,What are the Low Countries ?
3653,1,2,What rabbit got its name because its ears resembled those of a jackass ?
3654,1,20,Aspartame is also called what ?
3655,1,23,What is a fear of trees ?
3656,3,4,What actor has a tattoo on his right wrist reading Scotland Forever ?
3657,4,13,How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?
3658,1,10,What holidays or observances are celebrated in Italy ?
3659,3,4,Who appointed the chair of the Federal Reserve ?
3660,0,9,Why do people shake hands to show friendliness ?
3661,2,3,"In a computer , what does SCSI mean ?"
3662,1,17,"To get the most caffeine , what soda should I drink ?"
3663,0,9,Why do they call it a `` funny bone '' ?
3664,5,14,"Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?"
3665,0,7,What exactly is radiation ?
3666,5,21,What are the two cities in Dicken 's `` A Tale of Two Cities '' ?
3667,3,12,Who is Samuel F. Pickering ?
3668,3,4,What English queen had six fingers on one hand ?
3669,5,14,What river runs through Liverpool ?
3670,1,17,What kind of nuts are used in marzipan ?
3671,4,8,When did Mount St. Helens last erupt ?
3672,1,14,What does a polyorchid man have at least three of ?
3673,0,12,"What exactly , specifically does sleep do for you ?"
3674,4,8,When was child labor abolished ?
3675,4,13,How many three-letter permutations can be made from the four letters : c ?
3676,4,8,What time of year is air travel the heaviest ?
3677,0,7,What does a red flag mean in auto racing ?
3678,5,14,What 's the longest river in Canada ?
3679,0,7,What is osteichthyes ?
3680,3,4,What tennis player has the nickname `` Nasty '' ?
3681,0,0,How do you do a topic outline ?
3682,3,4,What non-conformist abstract painter was dubbed Jack The Dripper by Time ?
3683,4,13,How many furlongs are there in a mile-and-a-quarter recetrack ?
3684,4,13,How many millimeters are in a mile ?
3685,4,32,How big is a baby bald eagle ?
3686,1,19,What color is most often used to symbolize truth ?
3687,1,1,Stuart Hamblen is considered to be the first singing cowboy of what ?
3688,4,13,What was the Great Britain population from 1699-172 ?
3689,0,0,How can a foreigner get a U.S. Social Security card ?
3690,1,20,What is the term for the sum of all genetic material in a given organism ?
3691,1,1,What is the best-selling television soundtrack of all time ?
3692,5,24,What mountain range marks the border of France and Spain ?
3693,1,1,"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?"
3694,1,26,What is the fastest computer ?
3695,3,4,Who founded the modern theory of probability ?
3696,1,20,What 's the term for a limestone deposit rising from the floor of a cave ?
3697,4,13,How many people did Randy Craft murder ?
3698,3,4,Who 's The King of Swing ?
3699,3,4,What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?
3700,0,7,What does the term glory hole mean ?
3701,3,4,What South Vietnamese president was assassinated by his generals in 1963 ?
3702,0,7,What 's the staff of life mentioned in the Lord 's Prayer ?
3703,4,27,How old is too old for a child to not be talking ?
3704,4,8,When was the Hoover Dam constructed ?
3705,1,14,What ability has the silkworm moth lost through domestication ?
3706,0,12,What do you need to do to marry someone in jail ?
3707,4,13,How many tenths of the Earth 's surface lie under water ?
3708,4,38,What is the Pennsylvania state income tax rate ?
3709,0,0,How does marl form and what mineral does it contain ?
3710,3,4,Who won the 1968 California Democratic primary ?
3711,3,4,Who spoke the only word in Mel Brooks 's Silent Movie ?
3712,1,23,What is a fear of sourness ?
3713,3,4,What was Thatcher 's first name ?
3714,0,0,How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?
3715,0,12,What do insects do through their spiracles ?
3716,3,5,Name the fast food chain with the golden arches .
3717,1,37,What are the languages spoken by the natives in Afghanistan ?
3718,0,12,What is the origin of Boxing Day ?
3719,1,1,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?"
