id,name,description
portrait-segmentation,Portrait Segmentation,
pos,POS,
pose-contrastive-learning,Pose Contrastive Learning,
pose-estimation,Pose Estimation,"**Pose Estimation** is a computer vision task where the goal is to detect the position and orientation of a person or an object. Usually, this is done by predicting the location of specific keypoints like hands, head, elbows, etc. in case of Human Pose Estimation.

A common benchmark for this task is [MPII Human Pose](https://paperswithcode.com/sota/pose-estimation-on-mpii-human-pose)

<span style=""color:grey; opacity: 0.6"">( Image credit: [Real-time 2D Multi-Person Pose Estimation on CPU: Lightweight OpenPose](https://github.com/Daniil-Osokin/lightweight-human-pose-estimation.pytorch) )</span>"
pose-guided-image-generation,Pose-Guided Image Generation,"Pose-guided image generation is the task of generating a new image of a person with guidance from pose information that the new image should synthesise around.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Coordinate-based Texture Inpainting for Pose-Guided Human Image Generation](https://arxiv.org/pdf/1811.11459v2.pdf) )</span>"
pose-prediction,Pose Prediction,Pose prediction is to predict future poses given a window of previous poses.
pose-retrieval,Pose Retrieval,Retrieval of similar human poses from images or videos
pose-tracking,Pose Tracking,"**Pose Tracking** is the task of estimating multi-person human poses in videos and assigning unique instance IDs for each keypoint across frames. Accurate estimation of human keypoint-trajectories is useful for human action recognition, human interaction understanding, motion capture and animation.


<span class=""description-source"">Source: [LightTrack: A Generic Framework for Online Top-Down Human Pose Tracking ](https://arxiv.org/abs/1905.02822)</span>"
pose-transfer,Pose Transfer,
poster,Poster,
predicate-classification,Predicate Classification,
predicate-detection,Predicate Detection,Detecting predicates in sentences. Semantic frames are defined with respect to predicates. This task is a prerequisite to semantic role labeling.
predict-clinical-outcome,Predict clinical outcome,"A cost-based metric that considers the costs of algorithmic prescreening, expert screening, treatment, and diagnostic errors that result in late or missed treatments. This metric is further described here: https://moody-challenge.physionet.org/2022/"
predict-future-video-frames,Predict Future Video Frames,
predicting-drug-induced-laboratory-test,Predicting Drug-Induced Laboratory Test Effects,
predicting-patient-outcomes,Predicting Patient Outcomes,
prediction-intervals,Prediction Intervals,"A prediction interval is an estimate of an interval in which a future observation will fall, with a certain probability, given what has already been observed. Prediction intervals are often used in regression analysis."
prediction-of-cancer-cell-line-sensitivity,Prediction Of Cancer Cell Line Sensitivity,
prediction-of-occupancy-grid-maps,Prediction Of Occupancy Grid Maps,
predictive-process-monitoring,Predictive Process Monitoring,A branch of predictive analysis that attempts to predict some future state of a business process.
pre-election-ratings-estimation,Pre-election ratings estimation,
preference-mapping,Preference Mapping,
prehistory,Prehistory,
prepositional-phrase-attachment,Prepositional Phrase Attachment,
presuppositions-as-nli,Presuppositions As NLI,
pretrained-multilingual-language-models,Pretrained Multilingual Language Models,
printed-text-recognition,Printed Text Recognition,
privacy-preserving,Privacy Preserving,
privacy-preserving-deep-learning,Privacy Preserving Deep Learning,"The goal of privacy-preserving (deep) learning is to train a model while preserving privacy of the training dataset. Typically, it is understood that the trained model should be privacy-preserving (e.g., due to the training algorithm being differentially private)."
probabilistic-deep-learning,Probabilistic Deep Learning,
probabilistic-programming,Probabilistic Programming,"Probabilistic programming languages are designed to describe probabilistic models and then perform inference in those models. PPLs are closely related to graphical models and Bayesian networks, but are more expressive and flexible.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Michael Betancourt](https://betanalpha.github.io/writing/) )</span>"
probabilistic-time-series-forecasting,Probabilistic Time Series Forecasting,
probing-language-models,Probing Language Models,
problem-decomposition,Problem Decomposition,
problem-solving-deliberation,Problem-Solving Deliberation,
procedural-text-understanding,Procedural Text Understanding,
procedure-learning,Procedure Learning,"Given a set of videos of the same task, the goal is to identify the key-steps required to perform the task."
procgen-hard-100m,Procgen Hard (100M),
product-categorization,Product Categorization,
product-recommendation,Product Recommendation,
professional-accounting,Professional Accounting,
professional-law,Professional Law,
professional-medicine,Professional Medicine,
professional-psychology,Professional Psychology,
pgtask,Profile Generation,"**Profile Generation** is the task of creating a profile for an individual or entity based on information about them. The goal of profile generation is to gather as much relevant information about the individual or entity as possible, in order to build an accurate and comprehensive profile."
program-induction,Program induction,Generating program code for domain-specific tasks
programming-error-detection,Programming Error Detection,
program-repair,Program Repair,Task of teaching ML models to modify an existing program to fix a bug in a given code.
program-synthesis,Program Synthesis,"Program synthesis is the process of automatically generating a program or code snippet that satisfies a given specification or set of requirements. This can include generating code from a formal specification, a natural language description, or example inputs and outputs. The primary goal of program synthesis is to minimize human intervention in the coding process, reduce errors, and improve productivity.

Program synthesis often involves the use of advanced algorithms, artificial intelligence, and machine learning techniques to search the space of possible programs that meet the given constraints. This process can be guided by a variety of techniques, such as constraint solving, symbolic execution, and genetic algorithms."
promoter-detection,Promoter Detection,
prompt-driven-zero-shot-domain-adaptation,Prompt-driven Zero-shot Domain Adaptation,Domain adaptation using only a single source domain and a description of the target domain in natural language (No images from target domain are available)
prompt-engineering,Prompt Engineering,"**Prompt engineering** is the process of designing and refining the prompts used to generate text from language models, such as GPT-3 or similar models. The goal of prompt engineering is to improve the quality and relevance of the generated text by carefully crafting the prompts to elicit the desired responses from the model.

Prompt engineering involves several steps, including selecting the appropriate model architecture and parameters, designing the prompt format and structure, selecting the appropriate task and training data, and fine-tuning the model using the selected prompt and data.

Prompt engineering is a crucial step in the development of language models, as it can greatly influence the quality and effectiveness of the model's responses. By carefully designing and refining the prompts used to generate text, researchers and developers can improve the accuracy and relevance of the model's output, making it more useful for a wide range of applications, including chatbots, language translation, content creation, and more."
